epoch,loss,metric
1,0.0269810373216242,0.0016031108098104596
2,0.02760312169074286,0.0019260707776993513
3,0.024691723068601203,0.0015380019322037697
4,0.022597488597739534,0.0013848132221028209
5,0.02325870442364282,0.0014308872632682323
6,0.021076418961016828,0.0012637831969186664
7,0.019526931103126335,0.0010690263006836176
8,0.020827318509550077,0.001185644301585853
9,0.01884280934654955,0.0009886387269943953
10,0.018548746091869378,0.0009522692998871207
11,0.019046536812235754,0.0010310712968930602
12,0.018802939803357073,0.0010135050397366285
13,0.018172928804677604,0.0009523239568807185
14,0.01808707335679359,0.000932300987187773
15,0.017391927643597614,0.0008517137612216175
16,0.018494426891475582,0.0009273432660847902
17,0.01730408988726128,0.0008157644770108163
18,0.01815154881921055,0.0009075876441784203
19,0.017853124763043706,0.0009112562402151525
20,0.017025559046420835,0.0008350990829057992
21,0.017217517890700633,0.000817543244920671
22,0.017928606060279875,0.0008272322593256831
23,0.01703664306772981,0.0008113848743960261
24,0.017871314431151634,0.0009143800707533956
25,0.017972062124732614,0.000874267250765115
26,0.017900922555396295,0.0008908743620850146
27,0.016807591152928236,0.0008114309748634696
28,0.017373981221347742,0.0008807276026345789
29,0.016828436800973033,0.0008202633471228182
30,0.017793275147734402,0.0008403114625252783
31,0.016602962919916864,0.0008272359846159816
32,0.016275019861362726,0.0007754054386168718
33,0.01729062184063303,0.000875691941473633
34,0.017295987309474313,0.0008913949131965637
35,0.017168997942452878,0.0008421132224611938
36,0.017141750489721875,0.000830248580314219
37,0.01608732154787729,0.0007070250576362014
38,0.01620331698733095,0.0007210378535091877
39,0.016589128122084865,0.0008102426654659212
40,0.016206318653712436,0.0007568677538074553
41,0.01627205260296408,0.0007599598029628396
42,0.016386638095314363,0.0007760721491649747
43,0.01705588583402405,0.0008186417981050909
44,0.01651485743066086,0.0008292915881611407
45,0.015997339158822146,0.0007268952904269099
46,0.01562585604980855,0.0007271307986229658
47,0.016269545649737985,0.000793794693890959
48,0.01585796834912515,0.0007501371437683702
49,0.019042959373537605,0.000867841939907521
50,0.01574350519035588,0.0007571465685032308
51,0.015875591808758877,0.0007209540926851332
52,0.01640375078336081,0.0007707900367677212
53,0.014668850746499682,0.0006514142733067274
54,0.015679316628007863,0.0007240943959914148
55,0.015712816086814126,0.0007444100920110941
56,0.01613850408796524,0.0007399477763101459
57,0.014901818149897208,0.0006667774287052453
58,0.015773978531821498,0.0007324328180402517
59,0.015755063804386255,0.0007415281143039465
60,0.014114943429691464,0.0005883464473299682
61,0.014957760975915895,0.0006662686937488616
62,0.015491413330617196,0.0007199093233793974
63,0.01788340668791432,0.0008483322453685105
64,0.015246192295039153,0.0006775531801395118
65,0.01521619924488039,0.0006890000659041107
66,0.014406537310038759,0.0005919724353589118
67,0.014597195842505756,0.0006409099441953003
68,0.01493030699912041,0.0006818427355028689
69,0.01549034190286645,0.0007191668846644461
70,0.014562018178986972,0.0006312630139291286
71,0.014527106863090182,0.0006250956212170422
72,0.014500111599896268,0.0006389415939338505
73,0.014495212741576927,0.0006411098293028772
74,0.015426987993437662,0.0006809867918491364
75,0.015471311233628243,0.0007465413655154407
76,0.014420928871003264,0.0006298478692770004
77,0.015582126911269839,0.0007563685066998005
78,0.018282200662272628,0.0009438006090931594
79,0.014556464535779945,0.0006642164080403745
80,0.015415721438271822,0.000746590958442539
81,0.014651342288647631,0.0006586400559172034
82,0.014865990913050466,0.0006811721250414848
83,0.015271532158281432,0.0007112259045243263
84,0.014870794338047989,0.0006954270065762103
85,0.014979439507908128,0.0006870866636745632
86,0.015043710058452595,0.0006886597257107496
87,0.014593457969639387,0.0006651167059317231
88,0.01596078950876266,0.0007682513678446412
89,0.015170184897940768,0.0007121739909052849
90,0.015366160332141098,0.0007405559881590307
91,0.015470223978424116,0.0007355728303082287
92,0.01479809306818783,0.0006807846948504448
93,0.014823516099357654,0.0006556682637892663
94,0.014730666678337037,0.0006767493905499578
