epoch,learning_rate,train_loss,train_metric,test_loss,test_metric
1,0.0001,0.0023375173698768573,0.038446515798568726,0.0022317469423286823,0.0370505228638649
2,9.900000000000001e-05,0.001757954664004172,0.03205053508281708,0.0018748711965526279,0.03319983184337616
3,9.801e-05,0.001192993711245866,0.02437230758368969,0.0013725731728377755,0.02647802047431469
4,9.70299e-05,0.0012478652366371978,0.024821266531944275,0.0015658090398284127,0.028277819976210594
5,9.605960100000001e-05,0.0011528055729031657,0.02389145828783512,0.0014556371015824238,0.027188455685973167
6,9.509900499000001e-05,0.0012437432840876257,0.02469100058078766,0.0016014731440644428,0.028510738164186478
7,9.414801494010001e-05,0.0011352105419072526,0.02362770028412342,0.0014604247497056525,0.02715490199625492
8,9.320653479069902e-05,0.001113011907871535,0.02358722873032093,0.0014288991537238893,0.027003098279237747
9,9.227446944279203e-05,0.001119646193377615,0.023576082661747932,0.0014296614418739413,0.02691933698952198
10,9.13517247483641e-05,0.001146230940031669,0.023954764008522034,0.001464936899476519,0.027380285784602165
11,9.043820750088047e-05,0.0011569300815165524,0.02406364120543003,0.0014919555003771673,0.027662264183163643
12,8.953382542587167e-05,0.0011213419421838209,0.023810412734746933,0.001443064728518292,0.027278950437903404
13,8.863848717161295e-05,0.0010388340895886423,0.022913718596100807,0.001315370116029245,0.025973577052354813
14,8.775210229989682e-05,0.0010385422248783479,0.02284935675561428,0.0013099337925049977,0.025870217010378838
15,8.687458127689785e-05,0.0011274578331771053,0.024033479392528534,0.0014662659151969955,0.02767755277454853
16,8.600583546412887e-05,0.001095062280783621,0.02372812107205391,0.001417172492037417,0.027241894975304604
17,8.514577710948758e-05,0.001083155196344708,0.02361045777797699,0.0013908095661823111,0.026986321434378624
18,8.429431933839271e-05,0.0010970879716108682,0.023933550342917442,0.0014088154424547635,0.027346406131982803
19,8.345137614500879e-05,0.0009759018511486847,0.02255423367023468,0.0012112627772584339,0.02528071403503418
20,8.26168623835587e-05,0.0009805986585354112,0.022883854806423187,0.0012221603527032016,0.025624940171837807
21,8.17906937597231e-05,0.000993395664682131,0.023164890706539154,0.0012426219698620509,0.02600192278623581
22,8.097278682212587e-05,0.0010152774557564879,0.02300799824297428,0.001285924066376216,0.02610853873193264
23,8.016305895390461e-05,0.0009798803973094074,0.023280184715986252,0.0011734128474889373,0.025518078356981277
24,7.936142836436556e-05,0.0010107794881596202,0.023529252037405968,0.001244272258182626,0.026214294135570526
25,7.856781408072191e-05,0.0010020044705809712,0.023316968232393265,0.0012410257371851645,0.026083439588546753
26,7.778213593991469e-05,0.0009622684973234246,0.022893616929650307,0.00118342402511186,0.025469975546002388
27,7.700431458051554e-05,0.0009740227694352871,0.0229656919836998,0.0012107265875265312,0.02571987919509411
28,7.623427143471038e-05,0.0009506305093257099,0.02281009405851364,0.0011782332801705967,0.02545967511832714
29,7.547192872036328e-05,0.0009613823770676061,0.02328982949256897,0.001149058881483258,0.02547825686633587
30,7.471720943315964e-05,0.0009378973098655734,0.02311687543988228,0.0011082632159776658,0.025097092613577843
31,7.397003733882805e-05,0.0009094031730639833,0.022542286664247513,0.0011028289250907236,0.024814346805214882
32,7.323033696543977e-05,0.0009187780627839245,0.022805554792284966,0.0010833505742176722,0.024716168642044067
33,7.249803359578537e-05,0.0009348517744304475,0.02321634255349636,0.0010686932285756616,0.024720003828406334
34,7.177305325982752e-05,0.0009298326368765406,0.023185260593891144,0.0010752411585510883,0.02481108531355858
35,7.105532272722923e-05,0.0009589281107667956,0.023647760972380638,0.0010997878178258629,0.025191646069288254
36,7.034476949995695e-05,0.0009172990529930207,0.022993305698037148,0.0010637202771661314,0.024603115394711494
37,6.964132180495738e-05,0.0010137013855872853,0.024437742307782173,0.0011307199868796837,0.025588104501366615
38,6.89449085869078e-05,0.0009881051707468676,0.0240793414413929,0.0011083771653745149,0.0252988263964653
39,6.825545950103872e-05,0.0009756892485054663,0.023915300145745277,0.0010928907145325516,0.025102397426962852
40,6.757290490602833e-05,0.0010294233621757501,0.024667005985975266,0.001143526583039884,0.02575899474322796
41,6.689717585696805e-05,0.0009998064067025492,0.024245597422122955,0.0011214997554997545,0.025451915338635445
42,6.622820409839837e-05,0.0010916620889151853,0.025491148233413696,0.0011983066533971282,0.026463156566023827
43,6.556592205741439e-05,0.001018884124860684,0.024522438645362854,0.0011342667351229665,0.025645222514867783
44,6.491026283684025e-05,0.000984659662533811,0.024060580879449844,0.0011032333190419427,0.02522549219429493
45,6.426116020847184e-05,0.0010047057806021223,0.024343216791749,0.0011196935167447654,0.02546168491244316
46,6.361854860638712e-05,0.0011169284473881353,0.025874854996800423,0.0012270606181570562,0.026887163519859314
47,6.298236312032325e-05,0.001064367312434886,0.02513250522315502,0.0011753723642423755,0.026185529306530952
48,6.235253948912002e-05,0.0011431892574943461,0.026289787143468857,0.0012639207812247303,0.02746737375855446
49,6.172901409422881e-05,0.0012526911105248876,0.0276656337082386,0.0013767843162854122,0.028875380754470825
50,6.111172395328652e-05,0.0011317578544397329,0.026125755161046982,0.001253350339512936,0.027327539399266243
51,6.050060671375366e-05,0.0011171551123582552,0.025981104001402855,0.0012353354869822932,0.027167120948433876
52,5.9895600646616125e-05,0.0011342305010730723,0.02611779235303402,0.0012580751431115382,0.02733476087450981
53,5.9296644640149966e-05,0.0011612120699316297,0.026486877351999283,0.0012863338102058685,0.027705784887075424
54,5.8703678193748465e-05,0.0011239897764820134,0.025954512879252434,0.0012503678011155977,0.02719298005104065
55,5.811664141181098e-05,0.0010672051772090076,0.025216592475771904,0.001195827370096996,0.02649609185755253
56,5.753547499769287e-05,0.001116084249975713,0.02593555860221386,0.0012463870923225674,0.0272473506629467
57,5.696012024771594e-05,0.001170907448344058,0.026720145717263222,0.0013072151113985874,0.028080102056264877
58,5.639051904523878e-05,0.001170235082089618,0.026718974113464355,0.001312616583408922,0.028155261650681496
59,5.5826613854786396e-05,0.0011451175780526918,0.026330165565013885,0.0012829700932213905,0.02771824039518833
60,5.5268347716238534e-05,0.0011242082003948915,0.02613460086286068,0.0012710197372049292,0.027615154162049294
61,5.471566423907615e-05,0.0010913200959614586,0.025694159790873528,0.0012332331635753016,0.02714184857904911
62,5.416850759668539e-05,0.0010630903487048161,0.025169698521494865,0.001202389602042314,0.026578951627016068
63,5.362682252071853e-05,0.0010156402561301672,0.024494202807545662,0.0011592240636984778,0.0259849950671196
64,5.309055429551135e-05,0.0011479839320664687,0.026445971801877022,0.001303230482318208,0.02808246947824955
65,5.2559648752556236e-05,0.0011015138569541686,0.025850988924503326,0.0012535859213667327,0.027454989030957222
66,5.203405226503067e-05,0.001038067542452711,0.024964364245533943,0.0011931847977052262,0.02661973051726818
67,5.1513711742380364e-05,0.0010294739949240832,0.02486954629421234,0.0011874477761717205,0.02656574547290802
68,5.099857462495656e-05,0.0010888991495964795,0.025709092617034912,0.0012516272626253999,0.02743099071085453
69,5.0488588878706996e-05,0.001085537380721526,0.025774970650672913,0.0012543099131848963,0.02755969762802124
70,4.9983702989919924e-05,0.0011204259475948199,0.026285763829946518,0.0013010530120604164,0.028196632862091064
71,4.9483865960020725e-05,0.00107087337412965,0.02555573359131813,0.0012465587351387182,0.027401771396398544
72,4.898902730042052e-05,0.0010770621861380882,0.025517702102661133,0.0012459317099216532,0.027310645207762718
73,4.8499137027416314e-05,0.0010993678575164359,0.026059219613671303,0.001282752627871299,0.02797834575176239
74,4.801414565714215e-05,0.0011387792905317863,0.026580728590488434,0.0013276076505397815,0.028530878946185112
75,4.753400420057073e-05,0.0011055518078186078,0.026141254231333733,0.0012918972009256153,0.02806946076452732
76,4.705866415856502e-05,0.0011619633431336808,0.026950566098093987,0.0013528719360792144,0.028863707557320595
