epoch,loss,metric
1,0.025511237121739114,0.0014794025337323546
2,0.02684352461531108,0.0017967862077057362
3,0.025412541798402775,0.001824745093472302
4,0.023535980241903853,0.0015418861294165254
5,0.021767116632191538,0.0013641357654705644
6,0.022414962782812804,0.0013943173689767718
7,0.022187123324344252,0.0013761373702436686
8,0.020168987851282412,0.0011985034216195345
9,0.020356602669804096,0.0011368931736797094
10,0.01981410053509989,0.0011246619978919625
11,0.016347039850257553,0.000913067429792136
12,0.01625790203667042,0.0009011861984618008
13,0.016004025201945177,0.000865558919031173
14,0.016203257037703346,0.0008917290833778679
15,0.01617165234997859,0.0008883978589437902
16,0.016030492413132622,0.0008807722479104996
17,0.016026073477341835,0.0008807220146991313
18,0.016181341797366456,0.0008977116085588932
19,0.016126441604215037,0.0008857141365297139
20,0.016164349201134402,0.0008877194486558437
21,0.01478263169149972,0.0007501554791815579
22,0.01475650093223752,0.0007493366138078272
23,0.014719612005743827,0.0007477449835278094
24,0.014675607010624928,0.0007430179975926876
25,0.014750057299344792,0.0007514181779697537
26,0.014671716409677574,0.0007430120022036135
27,0.014666455048064367,0.0007443788344971836
28,0.014631317371891142,0.0007391084218397737
29,0.014646272313865387,0.0007423412171192467
30,0.01460284899012379,0.0007373472908511758
31,0.01427437999590834,0.0007100856746546924
32,0.014263538419551195,0.00070833700010553
33,0.014251884965826713,0.000707049504853785
34,0.01424762022162908,0.0007067185360938311
35,0.014234106440619452,0.0007051234133541584
36,0.014238284115007601,0.0007055926253087819
37,0.014237863458904253,0.0007055738824419677
38,0.01423256367273308,0.0007051931461319327
39,0.01423527713066509,0.0007056044414639473
40,0.014234865198554113,0.0007051730062812567
41,0.014211386368528455,0.000701380951795727
42,0.014207858558866067,0.0007009890396147966
43,0.014204084165687131,0.0007005466031841934
44,0.014202131283955923,0.0007006053347140551
45,0.014199545651393053,0.0007004805374890566
46,0.014198054339211117,0.0007003470091149211
47,0.014196099227414726,0.0007001038757152855
48,0.014195789334878575,0.0007000358891673386
49,0.014192873143914786,0.000699806900229305
50,0.014191378118376227,0.0006996053853072226
51,0.014189944050760829,0.0006993848364800215
52,0.014188619464073812,0.0006991892005316913
53,0.014187493110782833,0.0006990186520852149
54,0.01418639765266289,0.0006988474633544683
55,0.014185491021863877,0.000698701711371541
56,0.014184445252934514,0.0006985395448282361
57,0.014183523681159143,0.0006983998464420438
58,0.014182536747223168,0.0006982563645578921
59,0.014181725921901162,0.000698126619681716
60,0.014180973440329746,0.0006979975150898099
61,0.01418096861084776,0.0006979964091442525
62,0.014180962382435509,0.0006979951285757124
63,0.014180956690616071,0.0006979940226301551
64,0.014180953242022603,0.0006979930913075805
65,0.014180947396399718,0.0006979921599850059
66,0.014180942456214648,0.0006979912868700922
67,0.014180938808819139,0.0006979902973398566
68,0.014180934312972028,0.0006979891331866384
69,0.014180928893306258,0.0006979881436564028
70,0.014180922198898022,0.0006979870377108455
71,0.014180922199464268,0.0006979870377108455
72,0.014180922145589268,0.0006979870377108455
73,0.014180922179853641,0.0006979870377108455
74,0.01418092209565232,0.0006979870377108455
75,0.014180922086553156,0.0006979869795031846
76,0.014180921692935639,0.0006979869212955236
77,0.014180921636334276,0.0006979869212955236
78,0.014180921622432051,0.0006979869212955236
79,0.014180921583581342,0.0006979869212955236
80,0.014180921492827805,0.0006979869212955236
81,0.014180921474885502,0.0006979868630878627
82,0.014180921479474508,0.0006979869212955236
83,0.014180921483663409,0.0006979869212955236
84,0.014180921480193886,0.0006979869212955236
85,0.014180921491439204,0.0006979869212955236
86,0.014180921500329999,0.0006979869212955236
87,0.014180921484503603,0.0006979869212955236
88,0.01418092148791944,0.0006979869212955236
89,0.014180921483397477,0.0006979869212955236
90,0.014180921498071474,0.0006979869212955236
91,0.014180921498181776,0.0006979869212955236
92,0.014180921498299403,0.0006979869212955236
93,0.014180921497247654,0.0006979869212955236
94,0.014180921497045404,0.0006979869212955236
95,0.014180921496082327,0.0006979869212955236
96,0.014180921494695966,0.0006979869212955236
97,0.014180921493659123,0.0006979869212955236
98,0.01418092149539087,0.0006979869212955236
99,0.014180921496096803,0.0006979869212955236
100,0.014180921499876726,0.0006979869212955236
101,0.014180921500119391,0.0006979869212955236
102,0.014180921500163512,0.0006979869212955236
103,0.014180921500174542,0.0006979869212955236
104,0.014180921500152481,0.0006979869212955236
105,0.014180921500152481,0.0006979869212955236
106,0.014180921500262783,0.0006979869212955236
107,0.014180921500196602,0.0006979869212955236
108,0.014180921500417207,0.0006979869212955236
109,0.014180921500417207,0.0006979869212955236
110,0.014180921500218662,0.0006979869212955236
111,0.014180921500218662,0.0006979869212955236
112,0.014180921500218662,0.0006979869212955236
113,0.014180921500218662,0.0006979869212955236
114,0.014180921500218662,0.0006979869212955236
115,0.014180921500218662,0.0006979869212955236
116,0.014180921500218662,0.0006979869212955236
117,0.014180921500218662,0.0006979869212955236
118,0.014180921500218662,0.0006979869212955236
119,0.014180921500218662,0.0006979869212955236
120,0.014180921500218662,0.0006979869212955236
121,0.014180921500218662,0.0006979869212955236
122,0.014180921500218662,0.0006979869212955236
123,0.014180921500218662,0.0006979869212955236
124,0.014180921500218662,0.0006979869212955236
125,0.014180921500218662,0.0006979869212955236
126,0.014180921500218662,0.0006979869212955236
127,0.014180921500218662,0.0006979869212955236
128,0.014180921500218662,0.0006979869212955236
129,0.014180921500218662,0.0006979869212955236
130,0.014180921500218662,0.0006979869212955236
131,0.014180921500218662,0.0006979869212955236
132,0.014180921500218662,0.0006979869212955236
133,0.014180921500218662,0.0006979869212955236
134,0.014180921500218662,0.0006979869212955236
135,0.014180921500218662,0.0006979869212955236
136,0.014180921500218662,0.0006979869212955236
137,0.014180921500218662,0.0006979869212955236
138,0.014180921500218662,0.0006979869212955236
139,0.014180921500218662,0.0006979869212955236
140,0.014180921500218662,0.0006979869212955236
141,0.014180921500218662,0.0006979869212955236
142,0.014180921500218662,0.0006979869212955236
143,0.014180921500218662,0.0006979869212955236
144,0.014180921500218662,0.0006979869212955236
145,0.014180921500218662,0.0006979869212955236
146,0.014180921500218662,0.0006979869212955236
147,0.014180921500218662,0.0006979869212955236
148,0.014180921500218662,0.0006979869212955236
149,0.014180921500218662,0.0006979869212955236
150,0.014180921500218662,0.0006979869212955236
151,0.014180921500218662,0.0006979869212955236
152,0.014180921500218662,0.0006979869212955236
153,0.014180921500218662,0.0006979869212955236
154,0.014180921500218662,0.0006979869212955236
155,0.014180921500218662,0.0006979869212955236
156,0.014180921500218662,0.0006979869212955236
157,0.014180921500218662,0.0006979869212955236
158,0.014180921500218662,0.0006979869212955236
159,0.014180921500218662,0.0006979869212955236
160,0.014180921500218662,0.0006979869212955236
161,0.014180921500218662,0.0006979869212955236
162,0.014180921500218662,0.0006979869212955236
163,0.014180921500218662,0.0006979869212955236
164,0.014180921500218662,0.0006979869212955236
165,0.014180921500218662,0.0006979869212955236
166,0.014180921500218662,0.0006979869212955236
167,0.014180921500218662,0.0006979869212955236
168,0.014180921500218662,0.0006979869212955236
169,0.014180921500218662,0.0006979869212955236
170,0.014180921500218662,0.0006979869212955236
171,0.014180921500218662,0.0006979869212955236
172,0.014180921500218662,0.0006979869212955236
173,0.014180921500218662,0.0006979869212955236
174,0.014180921500218662,0.0006979869212955236
175,0.014180921500218662,0.0006979869212955236
176,0.014180921500218662,0.0006979869212955236
177,0.014180921500218662,0.0006979869212955236
178,0.014180921500218662,0.0006979869212955236
179,0.014180921500218662,0.0006979869212955236
180,0.014180921500218662,0.0006979869212955236
181,0.014180921500218662,0.0006979869212955236
182,0.014180921500218662,0.0006979869212955236
183,0.014180921500218662,0.0006979869212955236
184,0.014180921500218662,0.0006979869212955236
185,0.014180921500218662,0.0006979869212955236
186,0.014180921500218662,0.0006979869212955236
187,0.014180921500218662,0.0006979869212955236
188,0.014180921500218662,0.0006979869212955236
189,0.014180921500218662,0.0006979869212955236
190,0.014180921500218662,0.0006979869212955236
191,0.014180921500218662,0.0006979869212955236
192,0.014180921500218662,0.0006979869212955236
193,0.014180921500218662,0.0006979869212955236
194,0.014180921500218662,0.0006979869212955236
195,0.014180921500218662,0.0006979869212955236
196,0.014180921500218662,0.0006979869212955236
197,0.014180921500218662,0.0006979869212955236
198,0.014180921500218662,0.0006979869212955236
199,0.014180921500218662,0.0006979869212955236
200,0.014180921500218662,0.0006979869212955236
